업체(시설)명,인허가번호,업종코드,업종명,지도점검일자,점검기관,점검기관명,지도점검구분,처분대상여부,점검사항,점검결과,소재지도로명주소,소재지주소
골드마인,3.00E+17,22,폐수배출업소관리,20160426,3000000,서울특별시 종로구,정기,N,발생폐수 적정보관 및 위탁여부,,서울특별시 종로구 율곡로8길 71 2층 (묘동 삼원빌딩),서울특별시 종로구 묘동 1번지 
코크쥬얼리,3.00E+17,22,폐수배출업소관리,20160426,3000000,서울특별시 종로구,정기,N,발생폐수 적정보관 및 위탁여부,,서울특별시 종로구 율곡로10길 85-3 (권농동),서울특별시 종로구 권농동 187-20번지 
지엔에스,3.00E+17,22,폐수배출업소관리,20160426,3000000,서울특별시 종로구,정기,N,발생폐수 적정보관 및 위탁여부,,서울특별시 종로구 돈화문로11길 10 202호 (돈의동 보명빌딩),서울특별시 종로구 돈의동 50번지 
진영염색,3.00E+17,22,폐수배출업소관리,20160421,3000000,서울특별시 종로구,정기,N,폐수배출시설 및 방지시설 정상가동 여부,,,서울특별시 종로구 종로6가 33-9번지 
정원염색,3.00E+17,22,폐수배출업소관리,20160421,3000000,서울특별시 종로구,정기,N,폐수배출시설 및 방지시설 정상가동 여부,,,서울특별시 종로구 종로6가 32-5번지 1층 
(주)신풍지퍼,3.00E+17,22,폐수배출업소관리,20160421,3000000,서울특별시 종로구,정기,N,폐수배출시설 및 방지시설 정상가동 여부,,서울특별시 종로구 율곡로 230-11 (충신동),서울특별시 종로구 충신동 69-2번지 
자하문주유소,3.00E+17,22,폐수배출업소관리,20160420,3000000,서울특별시 종로구,정기,N,폐수배출시설 및 방지시설 정상가동 여부,,서울특별시 종로구 자하문로 248 (부암동),서울특별시 종로구 부암동 155-3번지 
원도금,3.00E+17,22,폐수배출업소관리,20160414,3000000,서울특별시 종로구,수시,N,발생폐수 적정보관 및 위탁여부,,,서울특별시 종로구 연지동 59번지 3층 
보람,3.00E+17,22,폐수배출업소관리,20160414,3000000,서울특별시 종로구,수시,N,발생폐수 적정보관 및 위탁여부,,서울특별시 종로구 돈화문로8길 15 302호 (묘동 미로빌딩),서울특별시 종로구 묘동 78번지 
혜화카프라자,3.00E+17,22,폐수배출업소관리,20160331,3000000,서울특별시 종로구,정기,N,폐수배출시설 및 방지시설 정상가동 여부,,,서울특별시 종로구 명륜1가 32-2번지 
원도금,3.00E+17,22,폐수배출업소관리,20160325,3000000,서울특별시 종로구,수시,N,발생폐수 적정보관 및 위탁여부,,,서울특별시 종로구 연지동 59번지 3층 
태평양염색,3.00E+17,22,폐수배출업소관리,20160323,3000000,서울특별시 종로구,정기,N,폐수배출시설 및 방지시설 정상가동 여부,,서울특별시 종로구 종로40나길 14 (종로5가),서울특별시 종로구 종로5가 444-3번지 1층 
태성도금,3.00E+17,22,폐수배출업소관리,20160322,3000000,서울특별시 종로구,수시,N,발생폐수 적정보관 및 위탁여부,,서울특별시 종로구 서순라길 89-4 2층 (권농동),서울특별시 종로구 권농동 188-2번지 
백양염색,3.00E+17,22,폐수배출업소관리,20160316,3000000,서울특별시 종로구,정기,N,폐수배출시설 및 방지시설 정상가동 여부,,,서울특별시 종로구 창신동 421-1번지 
또래도금,3.00E+17,22,폐수배출업소관리,20160314,3000000,서울특별시 종로구,수시,N,발생폐수 적정보관 및 위탁여부,,서울특별시 종로구 율곡로10길 95-9 (봉익동),서울특별시 종로구 봉익동 9-1번지 
새하얀,3.00E+17,22,폐수배출업소관리,20160314,3000000,서울특별시 종로구,수시,N,발생폐수 적정보관 및 위탁여부,,서울특별시 종로구 서순라길 27-5 (봉익동),서울특별시 종로구 봉익동 40-1번지 
선경도금,3.00E+17,22,폐수배출업소관리,20160314,3000000,서울특별시 종로구,수시,N,발생폐수 적정보관 및 위탁여부,,,서울특별시 종로구 봉익동 38-13번지 (2층) 
보람,3.00E+17,22,폐수배출업소관리,20160314,3000000,서울특별시 종로구,수시,N,발생폐수 적정보관 및 위탁여부,,서울특별시 종로구 돈화문로8길 15 302호 (묘동 미로빌딩),서울특별시 종로구 묘동 78번지 
이태리도금,3.00E+17,22,폐수배출업소관리,20160314,3000000,서울특별시 종로구,수시,N,발생폐수 적정보관 및 위탁여부,,,서울특별시 종로구 봉익동 38-9번지 
선도금,3.00E+17,22,폐수배출업소관리,20160314,3000000,서울특별시 종로구,수시,N,발생폐수 적정보관 및 위탁여부,,,서울특별시 종로구 봉익동 134번지 
프로방스쥬얼리,3.00E+17,22,폐수배출업소관리,20160314,3000000,서울특별시 종로구,수시,N,발생폐수 적정보관 및 위탁여부,,서울특별시 종로구 돈화문로10가길 16 (봉익동),서울특별시 종로구 봉익동 11-6번지 
샤론도금,3.00E+17,22,폐수배출업소관리,20160314,3000000,서울특별시 종로구,수시,N,발생폐수 적정보관 및 위탁여부,,,서울특별시 종로구 봉익동 12-4번지 
유진염색,3.00E+17,22,폐수배출업소관리,20160310,3000000,서울특별시 종로구,정기,N,폐수배출시설 및 방지시설 정상가동 여부,,서울특별시 종로구 종로 248-17 (종로5가),서울특별시 종로구 종로5가 248-2번지 
인디안염색사,3.00E+17,22,폐수배출업소관리,20160310,3000000,서울특별시 종로구,정기,N,폐수배출시설 및 방지시설 정상가동 여부,,,서울특별시 종로구 종로5가 446번지 
중앙염색,3.00E+17,22,폐수배출업소관리,20160310,3000000,서울특별시 종로구,정기,N,폐수배출시설 및 방지시설 정상가동 여부,,,서울특별시 종로구 종로5가 447번지 
선경섬유,3.00E+17,22,폐수배출업소관리,20160310,3000000,서울특별시 종로구,정기,N,폐수배출시설 및 방지시설 정상가동 여부,,서울특별시 종로구 종로40나길 22 (종로5가),서울특별시 종로구 종로5가 460-2번지 
태평양염색,3.00E+17,22,폐수배출업소관리,20160309,3000000,서울특별시 종로구,정기,N,폐수배출시설 및 방지시설 정상가동 여부,,서울특별시 종로구 종로40나길 14 (종로5가),서울특별시 종로구 종로5가 444-3번지 1층 
진흥염색,3.00E+17,22,폐수배출업소관리,20160309,3000000,서울특별시 종로구,정기,N,폐수배출시설 및 방지시설 정상가동 여부,,서울특별시 종로구 종로40나길 21-1 (종로5가),서울특별시 종로구 종로5가 465번지 
성신염색,3.00E+17,22,폐수배출업소관리,20160309,3000000,서울특별시 종로구,정기,N,폐수배출시설 및 방지시설 정상가동 여부,,서울특별시 종로구 종로40나길 21-5 (종로5가),서울특별시 종로구 종로5가 456-2번지 1층 
협동염색,3.00E+17,22,폐수배출업소관리,20160303,3000000,서울특별시 종로구,정기,N,발생폐수 적정보관 및 위탁여부,,서울특별시 종로구 종로40나길 24 (종로5가),서울특별시 종로구 종로5가 473번지 
한국섬유,3.00E+17,22,폐수배출업소관리,20160303,3000000,서울특별시 종로구,정기,N,발생폐수 적정보관 및 위탁여부,,서울특별시 종로구 종로40나길 20 (종로5가),서울특별시 종로구 종로5가 460-1번지 
삼원염색,3.00E+17,22,폐수배출업소관리,20160303,3000000,서울특별시 종로구,정기,N,발생폐수 적정보관 및 위탁여부,,서울특별시 종로구 종로40가길 21-4 (종로5가),서울특별시 종로구 종로5가 484번지 
(주)두양,3.00E+17,22,폐수배출업소관리,20160303,3000000,서울특별시 종로구,정기,N,발생폐수 적정보관 및 위탁여부,,,서울특별시 종로구 종로6가 240-3번지 
컴퓨터도금,3.00E+17,22,폐수배출업소관리,20160302,3000000,서울특별시 종로구,정기,N,발생폐수 적정보관 및 위탁여부,,서울특별시 종로구 돈화문로6나길 28 (봉익동),서울특별시 종로구 봉익동 117-2번지 301호 
양지사,3.00E+17,22,폐수배출업소관리,20160302,3000000,서울특별시 종로구,정기,N,발생폐수 적정보관 및 위탁여부,,서울특별시 종로구 돈화문로6나길 28 (봉익동),서울특별시 종로구 봉익동 117-2번지 
건후사,3.00E+17,22,폐수배출업소관리,20160302,3000000,서울특별시 종로구,정기,N,발생폐수 적정보관 및 위탁여부,,서울특별시 종로구 돈화문로6나길 14-1 (봉익동),서울특별시 종로구 봉익동 104번지 
홍콩멕기,3.00E+17,22,폐수배출업소관리,20160302,3000000,서울특별시 종로구,정기,N,발생폐수 적정보관 및 위탁여부,,서울특별시 종로구 돈화문로6가길 25 (묘동),서울특별시 종로구 묘동 33번지 2층 
덕흥기념사,3.00E+17,22,폐수배출업소관리,20160302,3000000,서울특별시 종로구,정기,N,발생폐수 적정보관 및 위탁여부,,,서울특별시 종로구 묘동 30-1번지 
청지,3.00E+17,22,폐수배출업소관리,20160302,3000000,서울특별시 종로구,정기,N,발생폐수 적정보관 및 위탁여부,,서울특별시 종로구 돈화문로6나길 28-5 (봉익동),서울특별시 종로구 봉익동 118-1번지 
선경섬유,3.00E+17,22,폐수배출업소관리,20160225,3000000,서울특별시 종로구,정기,N,폐수배출시설 및 방지시설 정상가동 여부,,서울특별시 종로구 종로40나길 22 (종로5가),서울특별시 종로구 종로5가 460-2번지 
월드염색,3.00E+17,22,폐수배출업소관리,20160225,3000000,서울특별시 종로구,정기,N,폐수배출시설 및 방지시설 정상가동 여부,,,서울특별시 종로구 종로6가 239-29번지 
종암염색,3.00E+17,22,폐수배출업소관리,20160225,3000000,서울특별시 종로구,정기,N,폐수배출시설 및 방지시설 정상가동 여부,,서울특별시 종로구 종로40가길 21-1 (종로5가),서울특별시 종로구 종로5가 471번지 
신아염색,3.00E+17,22,폐수배출업소관리,20160225,3000000,서울특별시 종로구,정기,N,폐수배출시설 및 방지시설 정상가동 여부,,,서울특별시 종로구 종로6가 34번지 
혜화카프라자,3.00E+17,22,폐수배출업소관리,20160218,3000000,서울특별시 종로구,정기,N,폐수배출시설 및 방지시설 정상가동 여부,,,서울특별시 종로구 명륜1가 32-2번지 
원도금,3.00E+17,22,폐수배출업소관리,20160129,3000000,서울특별시 종로구,수시,N,발생폐수 적정보관 및 위탁여부,,,서울특별시 종로구 연지동 59번지 3층 
서울적십자 병원,3.00E+17,22,폐수배출업소관리,20160127,3000000,서울특별시 종로구,정기,N,폐수배출시설 및 방지시설 정상가동 여부,,서울특별시 종로구 새문안로 9 (평동),서울특별시 종로구 평동 164번지 
또래도금,3.00E+17,22,폐수배출업소관리,20160126,3000000,서울특별시 종로구,수시,,발생폐수 적정보관 및 위탁여부,,서울특별시 종로구 율곡로10길 95-9 (봉익동),서울특별시 종로구 봉익동 9-1번지 
새하얀,3.00E+17,22,폐수배출업소관리,20160126,3000000,서울특별시 종로구,수시,N,발생폐수 적정보관 및 위탁여부,,서울특별시 종로구 서순라길 27-5 (봉익동),서울특별시 종로구 봉익동 40-1번지 
선경도금,3.00E+17,22,폐수배출업소관리,20160126,3000000,서울특별시 종로구,수시,N,발생폐수 적정보관 및 위탁여부,,,서울특별시 종로구 봉익동 38-13번지 (2층) 
이태리도금,3.00E+17,22,폐수배출업소관리,20160126,3000000,서울특별시 종로구,수시,N,발생폐수 적정보관 및 위탁여부,,,서울특별시 종로구 봉익동 38-9번지 
선도금,3.00E+17,22,폐수배출업소관리,20160126,3000000,서울특별시 종로구,수시,N,발생폐수 적정보관 및 위탁여부,,,서울특별시 종로구 봉익동 134번지 
보람,3.00E+17,22,폐수배출업소관리,20160126,3000000,서울특별시 종로구,수시,N,발생폐수 적정보관 및 위탁여부,,서울특별시 종로구 돈화문로8길 15 302호 (묘동 미로빌딩),서울특별시 종로구 묘동 78번지 
샤론도금,3.00E+17,22,폐수배출업소관리,20160126,3000000,서울특별시 종로구,수시,N,발생폐수 적정보관 및 위탁여부,,,서울특별시 종로구 봉익동 12-4번지 
프로방스쥬얼리,3.00E+17,22,폐수배출업소관리,20160126,3000000,서울특별시 종로구,수시,N,발생폐수 적정보관 및 위탁여부,,서울특별시 종로구 돈화문로10가길 16 (봉익동),서울특별시 종로구 봉익동 11-6번지 
청운자동차공업사,3.00E+17,22,폐수배출업소관리,20151229,3000000,서울특별시 종로구,정기,N,폐수배출시설 및 방지시설 정상가동 여부,,,서울특별시 종로구 누하동 184-4번지 
원도금,3.00E+17,22,폐수배출업소관리,20151229,3000000,서울특별시 종로구,수시,N,발생폐수 적정보관 및 위탁여부,,,서울특별시 종로구 연지동 59번지 3층 
동남문화사,3.00E+17,22,폐수배출업소관리,20151229,3000000,서울특별시 종로구,정기,N,발생폐수 적정보관 및 위탁여부,,,서울특별시 종로구 창신동 330-24번지 
청와대 제 101 경비단,3.00E+17,22,폐수배출업소관리,20151229,3000000,서울특별시 종로구,정기,N,폐수배출시설 및 방지시설 정상가동 여부,,,서울특별시 종로구 궁정동 8-1번지 
보람,3.00E+17,22,폐수배출업소관리,20151222,3000000,서울특별시 종로구,수시,N,발생폐수 적정보관 및 위탁여부,,서울특별시 종로구 돈화문로8길 15 302호 (묘동 미로빌딩),서울특별시 종로구 묘동 78번지 
샤론도금,3.00E+17,22,폐수배출업소관리,20151222,3000000,서울특별시 종로구,수시,N,발생폐수 적정보관 및 위탁여부,,,서울특별시 종로구 봉익동 12-4번지 
프로방스쥬얼리,3.00E+17,22,폐수배출업소관리,20151222,3000000,서울특별시 종로구,수시,N,발생폐수 적정보관 및 위탁여부,,서울특별시 종로구 돈화문로10가길 16 (봉익동),서울특별시 종로구 봉익동 11-6번지 
또래도금,3.00E+17,22,폐수배출업소관리,20151222,3000000,서울특별시 종로구,수시,N,발생폐수 적정보관 및 위탁여부,,서울특별시 종로구 율곡로10길 95-9 (봉익동),서울특별시 종로구 봉익동 9-1번지 
새하얀,3.00E+17,22,폐수배출업소관리,20151222,3000000,서울특별시 종로구,수시,N,발생폐수 적정보관 및 위탁여부,,서울특별시 종로구 서순라길 27-5 (봉익동),서울특별시 종로구 봉익동 40-1번지 
선경도금,3.00E+17,22,폐수배출업소관리,20151222,3000000,서울특별시 종로구,수시,N,발생폐수 적정보관 및 위탁여부,,,서울특별시 종로구 봉익동 38-13번지 (2층) 
이태리도금,3.00E+17,22,폐수배출업소관리,20151222,3000000,서울특별시 종로구,수시,N,발생폐수 적정보관 및 위탁여부,,,서울특별시 종로구 봉익동 38-9번지 
선도금,3.00E+17,22,폐수배출업소관리,20151222,3000000,서울특별시 종로구,수시,N,발생폐수 적정보관 및 위탁여부,,,서울특별시 종로구 봉익동 134번지 
서울적십자 병원,3.00E+17,22,폐수배출업소관리,20151217,3000000,서울특별시 종로구,정기,N,폐수배출시설 및 방지시설 정상가동 여부,,서울특별시 종로구 새문안로 9 (평동),서울특별시 종로구 평동 164번지 
혜화카프라자,3.00E+17,22,폐수배출업소관리,20151201,3000000,서울특별시 종로구,정기,N,폐수배출시설 및 방지시설 정상가동 여부,,,서울특별시 종로구 명륜1가 32-2번지 
원도금,3.00E+17,22,폐수배출업소관리,20151127,3000000,서울특별시 종로구,수시,N,발생폐수 적정보관 및 위탁여부,,,서울특별시 종로구 연지동 59번지 3층 
럭키주얼리,3.00E+17,22,폐수배출업소관리,20151127,3000000,서울특별시 종로구,정기,N,발생폐수 적정보관 및 위탁여부,,서울특별시 종로구 창경궁로 135-3 2층 (원남동 명성빌딩),서울특별시 종로구 원남동 277번지 
아트섬유,3.00E+17,22,폐수배출업소관리,20151119,3000000,서울특별시 종로구,정기,N,폐수배출시설 및 방지시설 정상가동 여부,,서울특별시 종로구 종로40나길 17 (종로5가),서울특별시 종로구 종로5가 459번지 1층 
푸른염색,3.00E+17,22,폐수배출업소관리,20151119,3000000,서울특별시 종로구,정기,N,폐수배출시설 및 방지시설 정상가동 여부,,서울특별시 종로구 종로41길 38-10 (종로6가),서울특별시 종로구 종로6가 194-5번지 
종오섬유,3.00E+17,22,폐수배출업소관리,20151119,3000000,서울특별시 종로구,정기,N,폐수배출시설 및 방지시설 정상가동 여부,,,서울특별시 종로구 충신동 206-12번지 
협동염색,3.00E+17,22,폐수배출업소관리,20151119,3000000,서울특별시 종로구,정기,N,폐수배출시설 및 방지시설 정상가동 여부,,서울특별시 종로구 종로40나길 24 (종로5가),서울특별시 종로구 종로5가 473번지 
선도금,3.00E+17,22,폐수배출업소관리,20151117,3000000,서울특별시 종로구,수시,N,발생폐수 적정보관 및 위탁여부,,,서울특별시 종로구 봉익동 134번지 
샤론도금,3.00E+17,22,폐수배출업소관리,20151117,3000000,서울특별시 종로구,수시,N,발생폐수 적정보관 및 위탁여부,,,서울특별시 종로구 봉익동 12-4번지 
프로방스쥬얼리,3.00E+17,22,폐수배출업소관리,20151117,3000000,서울특별시 종로구,수시,N,발생폐수 적정보관 및 위탁여부,,서울특별시 종로구 돈화문로10가길 16 (봉익동),서울특별시 종로구 봉익동 11-6번지 
또래도금,3.00E+17,22,폐수배출업소관리,20151117,3000000,서울특별시 종로구,수시,N,발생폐수 적정보관 및 위탁여부,,서울특별시 종로구 율곡로10길 95-9 (봉익동),서울특별시 종로구 봉익동 9-1번지 
새하얀,3.00E+17,22,폐수배출업소관리,20151117,3000000,서울특별시 종로구,수시,N,발생폐수 적정보관 및 위탁여부,,서울특별시 종로구 서순라길 27-5 (봉익동),서울특별시 종로구 봉익동 40-1번지 
선경도금,3.00E+17,22,폐수배출업소관리,20151117,3000000,서울특별시 종로구,수시,N,발생폐수 적정보관 및 위탁여부,,,서울특별시 종로구 봉익동 38-13번지 (2층) 
보람,3.00E+17,22,폐수배출업소관리,20151117,3000000,서울특별시 종로구,수시,N,발생폐수 적정보관 및 위탁여부,,서울특별시 종로구 돈화문로8길 15 302호 (묘동 미로빌딩),서울특별시 종로구 묘동 78번지 
이태리도금,3.00E+17,22,폐수배출업소관리,20151117,3000000,서울특별시 종로구,수시,N,발생폐수 적정보관 및 위탁여부,,,서울특별시 종로구 봉익동 38-9번지 
국군서울지구병원,3.00E+17,22,폐수배출업소관리,20151105,3000000,서울특별시 종로구,정기,N,폐수배출시설 및 방지시설 정상가동 여부,,,서울특별시 종로구 삼청동 25-1번지 
세란병원,3.00E+17,22,폐수배출업소관리,20151105,3000000,서울특별시 종로구,정기,N,폐수배출시설 및 방지시설 정상가동 여부,,,서울특별시 종로구 무악동 32-2번지 
특종주유소,3.00E+17,22,폐수배출업소관리,20151104,3000000,서울특별시 종로구,정기,N,폐수배출시설 및 방지시설 정상가동 여부,,,서울특별시 종로구 평창동 198-1번지 
원도금,3.00E+17,22,폐수배출업소관리,20151029,3000000,서울특별시 종로구,수시,N,발생폐수 적정보관 및 위탁여부,,,서울특별시 종로구 연지동 59번지 3층 
북악주유소,3.00E+17,22,폐수배출업소관리,20151022,3000000,서울특별시 종로구,정기,N,폐수배출시설 및 방지시설 정상가동 여부,,,서울특별시 종로구 평창동 103-1번지 
새하얀,3.00E+17,22,폐수배출업소관리,20151021,3000000,서울특별시 종로구,수시,N,발생폐수 적정보관 및 위탁여부,,서울특별시 종로구 서순라길 27-5 (봉익동),서울특별시 종로구 봉익동 40-1번지 
선경도금,3.00E+17,22,폐수배출업소관리,20151021,3000000,서울특별시 종로구,수시,N,발생폐수 적정보관 및 위탁여부,,,서울특별시 종로구 봉익동 38-13번지 (2층) 
이태리도금,3.00E+17,22,폐수배출업소관리,20151021,3000000,서울특별시 종로구,수시,N,발생폐수 적정보관 및 위탁여부,,,서울특별시 종로구 봉익동 38-9번지 
선도금,3.00E+17,22,폐수배출업소관리,20151021,3000000,서울특별시 종로구,수시,N,발생폐수 적정보관 및 위탁여부,,,서울특별시 종로구 봉익동 134번지 
명경주유소,3.00E+17,22,폐수배출업소관리,20151020,3000000,서울특별시 종로구,정기,N,폐수배출시설 및 방지시설 정상가동 여부,,서울특별시 종로구 평창문화로 135 (평창동 평창주유소),서울특별시 종로구 평창동 80-1번지 
보람,3.00E+17,22,폐수배출업소관리,20151008,3000000,서울특별시 종로구,수시,N,발생폐수 적정보관 및 위탁여부,,서울특별시 종로구 돈화문로8길 15 302호 (묘동 미로빌딩),서울특별시 종로구 묘동 78번지 
블레스,3.00E+17,22,폐수배출업소관리,20151008,3000000,서울특별시 종로구,정기,N,발생폐수 적정보관 및 위탁여부,,서울특별시 종로구 돈화문로10가길 23 (봉익동),서울특별시 종로구 봉익동 11-14번지 
샤론도금,3.00E+17,22,폐수배출업소관리,20151008,3000000,서울특별시 종로구,수시,N,발생폐수 적정보관 및 위탁여부,,,서울특별시 종로구 봉익동 12-4번지 
프로방스쥬얼리,3.00E+17,22,폐수배출업소관리,20151008,3000000,서울특별시 종로구,수시,N,발생폐수 적정보관 및 위탁여부,,서울특별시 종로구 돈화문로10가길 16 (봉익동),서울특별시 종로구 봉익동 11-6번지 
또래도금,3.00E+17,22,폐수배출업소관리,20151008,3000000,서울특별시 종로구,수시,N,발생폐수 적정보관 및 위탁여부,,서울특별시 종로구 율곡로10길 95-9 (봉익동),서울특별시 종로구 봉익동 9-1번지 
원도금,3.00E+17,22,폐수배출업소관리,20150917,3000000,서울특별시 종로구,수시,N,발생폐수 적정보관 및 위탁여부,,,서울특별시 종로구 연지동 59번지 3층 
서울대학교치과병원,3.00E+17,22,폐수배출업소관리,20150916,3000000,서울특별시 종로구,정기,N,폐수배출시설 및 방지시설 정상가동 여부,,,서울특별시 종로구 연건동 275-1번지 
푸른염색,3.00E+17,22,폐수배출업소관리,20150916,3000000,서울특별시 종로구,정기,N,폐수배출시설 및 방지시설 정상가동 여부,,서울특별시 종로구 종로41길 38-10 (종로6가),서울특별시 종로구 종로6가 194-5번지 
서울대학교 치의학대학원,3.00E+17,22,폐수배출업소관리,20150916,3000000,서울특별시 종로구,정기,N,폐수배출시설 및 방지시설 정상가동 여부,,서울특별시 종로구 대학로 101 (연건동),서울특별시 종로구 연건동 28-21번지 
서울대학교 의과대학,3.00E+17,22,폐수배출업소관리,20150916,3000000,서울특별시 종로구,정기,N,폐수배출시설 및 방지시설 정상가동 여부,,서울특별시 종로구 대학로 103 (연건동),서울특별시 종로구 연건동 28번지 
서울대학교 병원,3.00E+17,22,폐수배출업소관리,20150916,3000000,서울특별시 종로구,정기,N,폐수배출시설 및 방지시설 정상가동 여부,,,서울특별시 종로구 연건동 28번지 
서울대학교 병원,3.00E+17,22,폐수배출업소관리,20150916,3000000,서울특별시 종로구,정기,N,폐수배출시설 및 방지시설 정상가동 여부,,,서울특별시 종로구 연건동 28번지 
서울대학교병원 암센터,3.00E+17,22,폐수배출업소관리,20150916,3000000,서울특별시 종로구,정기,N,폐수배출시설 및 방지시설 정상가동 여부,,,서울특별시 종로구 연건동 28-21번지 
서울대학교병원첨단치료개발센터,3.00E+17,22,폐수배출업소관리,20150916,3000000,서울특별시 종로구,정기,N,폐수배출시설 및 방지시설 정상가동 여부,,서울특별시 종로구 대학로 71 (연건동),서울특별시 종로구 연건동 28번지 
선도금,3.00E+17,22,폐수배출업소관리,20150914,3000000,서울특별시 종로구,수시,N,발생폐수 적정보관 및 위탁여부,,,서울특별시 종로구 봉익동 134번지 
샤론도금,3.00E+17,22,폐수배출업소관리,20150914,3000000,서울특별시 종로구,수시,N,발생폐수 적정보관 및 위탁여부,,,서울특별시 종로구 봉익동 12-4번지 
프로방스쥬얼리,3.00E+17,22,폐수배출업소관리,20150914,3000000,서울특별시 종로구,수시,N,발생폐수 적정보관 및 위탁여부,,서울특별시 종로구 돈화문로10가길 16 (봉익동),서울특별시 종로구 봉익동 11-6번지 
또래도금,3.00E+17,22,폐수배출업소관리,20150914,3000000,서울특별시 종로구,수시,N,발생폐수 적정보관 및 위탁여부,,서울특별시 종로구 율곡로10길 95-9 (봉익동),서울특별시 종로구 봉익동 9-1번지 
새하얀,3.00E+17,22,폐수배출업소관리,20150914,3000000,서울특별시 종로구,수시,N,발생폐수 적정보관 및 위탁여부,,서울특별시 종로구 서순라길 27-5 (봉익동),서울특별시 종로구 봉익동 40-1번지 
선경도금,3.00E+17,22,폐수배출업소관리,20150914,3000000,서울특별시 종로구,수시,N,발생폐수 적정보관 및 위탁여부,,,서울특별시 종로구 봉익동 38-13번지 (2층) 
보람,3.00E+17,22,폐수배출업소관리,20150914,3000000,서울특별시 종로구,수시,N,발생폐수 적정보관 및 위탁여부,,서울특별시 종로구 돈화문로8길 15 302호 (묘동 미로빌딩),서울특별시 종로구 묘동 78번지 
이태리도금,3.00E+17,22,폐수배출업소관리,20150914,3000000,서울특별시 종로구,수시,N,발생폐수 적정보관 및 위탁여부,,,서울특별시 종로구 봉익동 38-9번지 
우리염색,3.00E+17,22,폐수배출업소관리,20150910,3000000,서울특별시 종로구,정기,N,폐수배출시설 및 방지시설 정상가동 여부,,,서울특별시 종로구 충신동 188-8번지 
한국섬유,3.00E+17,22,폐수배출업소관리,20150910,3000000,서울특별시 종로구,정기,N,폐수배출시설 및 방지시설 정상가동 여부,,서울특별시 종로구 종로40나길 20 (종로5가),서울특별시 종로구 종로5가 460-1번지 
종오섬유,3.00E+17,22,폐수배출업소관리,20150910,3000000,서울특별시 종로구,정기,N,폐수배출시설 및 방지시설 정상가동 여부,,,서울특별시 종로구 충신동 206-12번지 
(주)신풍지퍼,3.00E+17,22,폐수배출업소관리,20150910,3000000,서울특별시 종로구,정기,N,폐수배출시설 및 방지시설 정상가동 여부,,서울특별시 종로구 율곡로 230-11 (충신동),서울특별시 종로구 충신동 69-2번지 
대성섬유,3.00E+17,22,폐수배출업소관리,20150910,3000000,서울특별시 종로구,정기,N,폐수배출시설 및 방지시설 정상가동 여부,,,서울특별시 종로구 충신동 207-13번지 
진흥염색,3.00E+17,22,폐수배출업소관리,20150910,3000000,서울특별시 종로구,정기,N,폐수배출시설 및 방지시설 정상가동 여부,,서울특별시 종로구 종로40나길 21-1 (종로5가),서울특별시 종로구 종로5가 465번지 
신미기업,3.00E+17,22,폐수배출업소관리,20150908,3000000,서울특별시 종로구,정기,N,발생폐수 적정보관 및 위탁여부,,,서울특별시 종로구 관수동 134-7번지 
용마,3.00E+17,22,폐수배출업소관리,20150908,3000000,서울특별시 종로구,정기,N,발생폐수 적정보관 및 위탁여부,,,서울특별시 종로구 관수동 40번지 
예원기획,3.00E+17,22,폐수배출업소관리,20150908,3000000,서울특별시 종로구,정기,N,발생폐수 적정보관 및 위탁여부,,,서울특별시 종로구 관수동 39-2번지 
금호부식,3.00E+17,22,폐수배출업소관리,20150908,3000000,서울특별시 종로구,정기,N,발생폐수 적정보관 및 위탁여부,,,서울특별시 종로구 관수동 75번지 
청룡부식,3.00E+17,22,폐수배출업소관리,20150908,3000000,서울특별시 종로구,정기,N,발생폐수 적정보관 및 위탁여부,,,서울특별시 종로구 관수동 132번지 
태영,3.00E+17,22,폐수배출업소관리,20150904,3000000,서울특별시 종로구,정기,N,발생폐수 적정보관 및 위탁여부,,,서울특별시 종로구 관수동 39-3번지 
종로공예사,3.00E+17,22,폐수배출업소관리,20150904,3000000,서울특별시 종로구,정기,N,발생폐수 적정보관 및 위탁여부,,서울특별시 종로구 돈화문로 5-10 (관수동),서울특별시 종로구 관수동 79-1번지 
토탈싸인성수아트,3.00E+17,22,폐수배출업소관리,20150904,3000000,서울특별시 종로구,정기,N,발생폐수 적정보관 및 위탁여부,,,서울특별시 종로구 관수동 77-1번지 
현대부식,3.00E+17,22,폐수배출업소관리,20150904,3000000,서울특별시 종로구,정기,N,발생폐수 적정보관 및 위탁여부,,,서울특별시 종로구 관수동 44번지 
보라기업,3.00E+17,22,폐수배출업소관리,20150904,3000000,서울특별시 종로구,정기,N,발생폐수 적정보관 및 위탁여부,,,서울특별시 종로구 관수동 21-9번지 
백양염색,3.00E+17,22,폐수배출업소관리,20150827,3000000,서울특별시 종로구,정기,N,폐수배출시설 및 방지시설 정상가동 여부,,,서울특별시 종로구 창신동 421-1번지 
미주염색,3.00E+17,22,폐수배출업소관리,20150827,3000000,서울특별시 종로구,정기,N,폐수배출시설 및 방지시설 정상가동 여부,,,서울특별시 종로구 종로6가 98-2번지 
세일염색,3.00E+17,22,폐수배출업소관리,20150827,3000000,서울특별시 종로구,정기,N,폐수배출시설 및 방지시설 정상가동 여부,,서울특별시 종로구 종로40나길 22 (종로5가),서울특별시 종로구 종로5가 460-2번지 
